280,9.63402E+17
280.5,4.15451E+19
281,2.33516E+20
281.5,1.04945E+22
282,1.08449E+23
282.5,5.08634E+23
283,2.59724E+24
283.5,5.62089E+24
284,1.92027E+26
284.5,8.34644E+26
285,3.47985E+27
285.5,2.49538E+28
286,9.11953E+28
286.5,7.17451E+29
287,2.82478E+30
287.5,1.42829E+31
288,1.09642E+32
288.5,3.54815E+32
289,1.37144E+33
289.5,6.036E+33
290,2.02442E+34
290.5,5.24299E+34
291,1.53833E+35
291.5,5.70476E+35
292,1.61588E+36
292.5,2.79427E+36
293,6.2648E+36
293.5,1.87528E+37
294,3.77163E+37
294.5,6.37878E+37
295,1.29057E+38
295.5,3.21549E+38
296,5.91812E+38
296.5,9.37751E+38
297,1.33723E+39
297.5,2.74105E+39
298,4.4986E+39
298.5,5.77898E+39
299,8.24408E+39
299.5,1.51911E+40
300,1.85722E+40
300.5,2.33226E+40
301,3.75395E+40
301.5,5.3998E+40
302,5.96966E+40
302.5,8.99189E+40
303,1.53464E+41
303.5,1.97825E+41
304,2.10231E+41
304.5,2.67182E+41
305,3.69666E+41
305.5,4.2218E+41
306,4.21377E+41
306.5,4.8103E+41
307,6.35005E+41
307.5,8.12175E+41
308,8.67191E+41
308.5,9.52181E+41
309,9.34776E+41
309.5,9.93983E+41
310,1.1703E+42
310.5,1.51142E+42
311,1.91524E+42
311.5,1.95061E+42
312,2.15446E+42
312.5,2.27951E+42
313,2.47667E+42
313.5,2.50937E+42
314,2.78035E+42
314.5,3.00708E+42
315,3.14904E+42
315.5,2.7751E+42
316,2.87617E+42
316.5,3.48317E+42
317,4.00054E+42
317.5,4.29511E+42
318,4.13375E+42
318.5,4.32324E+42
319,4.7481E+42
319.5,4.63504E+42
320,4.89583E+42
320.5,5.7853E+42
321,5.8418E+42
321.5,5.5905E+42
322,5.32965E+42
322.5,5.23729E+42
323,5.09335E+42
323.5,5.87808E+42
324,6.5285E+42
324.5,6.80932E+42
325,6.83613E+42
325.5,7.92063E+42
326,9.22957E+42
326.5,9.81692E+42
327,9.68644E+42
327.5,9.45732E+42
328,8.79892E+42
328.5,9.21434E+42
329,1.03987E+43
329.5,1.1562E+43
330,1.17264E+43
330.5,1.08075E+43
331,1.02544E+43
331.5,1.06297E+43
332,1.1039E+43
332.5,1.11219E+43
333,1.09615E+43
333.5,1.05265E+43
334,1.07951E+43
334.5,1.15423E+43
335,1.20336E+43
335.5,1.17862E+43
336,1.08552E+43
336.5,1.00888E+43
337,9.95203E+42
337.5,1.07301E+43
338,1.16113E+43
338.5,1.21924E+43
339,1.2462E+43
339.5,1.28263E+43
340,1.3681E+43
340.5,1.37081E+43
341,1.29223E+43
341.5,1.29046E+43
342,1.35119E+43
342.5,1.40776E+43
343,1.43592E+43
343.5,1.36294E+43
344,1.18319E+43
344.5,1.14224E+43
345,1.30374E+43
345.5,1.39501E+43
346,1.36751E+43
346.5,1.39839E+43
347,1.42729E+43
347.5,1.38376E+43
348,1.38363E+43
348.5,1.41294E+43
349,1.36667E+43
349.5,1.40922E+43
350,1.56285E+43
350.5,1.68673E+43
351,1.6478E+43
351.5,1.5922E+43
352,1.56037E+43
352.5,1.48033E+43
353,1.57922E+43
353.5,1.74337E+43
354,1.85015E+43
354.5,1.87777E+43
355,1.88509E+43
355.5,1.82688E+43
356,1.72073E+43
356.5,1.62003E+43
357,1.43011E+43
357.5,1.45263E+43
358,1.35685E+43
358.5,1.26448E+43
359,1.49282E+43
359.5,1.80525E+43
360,1.91653E+43
360.5,1.8178E+43
361,1.67883E+43
361.5,1.6502E+43
362,1.73613E+43
362.5,1.90839E+43
363,1.97017E+43
363.5,1.92303E+43
364,1.99866E+43
364.5,1.98692E+43
365,2.07041E+43
365.5,2.28647E+43
366,2.45833E+43
366.5,2.47093E+43
367,2.43323E+43
367.5,2.39526E+43
368,2.26262E+43
368.5,2.25504E+43
369,2.36514E+43
369.5,2.54941E+43
370,2.59352E+43
370.5,2.35233E+43
371,2.39728E+43
371.5,2.49925E+43
372,2.34712E+43
372.5,2.24329E+43
373,2.16756E+43
373.5,1.96012E+43
374,1.96117E+43
374.5,1.95282E+43
375,2.09035E+43
375.5,2.31867E+43
376,2.40868E+43
376.5,2.37715E+43
377,2.55809E+43
377.5,2.86243E+43
378,3.09309E+43
378.5,3.02416E+43
379,2.70545E+43
379.5,2.433E+43
380,2.56489E+43
380.5,2.75643E+43
381,2.81319E+43
381.5,2.54313E+43
382,2.17451E+43
382.5,1.88691E+43
383,1.69644E+43
383.5,1.64715E+43
384,1.91139E+43
384.5,2.30773E+43
385,2.5405E+43
385.5,2.43455E+43
386,2.35575E+43
386.5,2.45654E+43
387,2.48571E+43
387.5,2.45674E+43
388,2.43986E+43
388.5,2.42961E+43
389,2.64516E+43
389.5,2.94005E+43
390,3.09303E+43
390.5,3.12778E+43
391,3.32254E+43
391.5,3.379E+43
